gamma;sigma;type;method;sa_RMSE;weekly_RMSE;yearly_RMSE;trend_RMSE;remainder_RMSE;time;nb_years
0.2;0.025;Stochastic DGP;MSTL;0.343467558551936;0.0713516051909944;0.335484075597356;0.0677693122074094;0.340129432691249;0.0219762372970581;7
0.4;0.05;Stochastic DGP;X11;0.306737048739157;0.132275671276842;0.27795339924328;0.0791437754439753;0.29506976393656;0.13519832611084;7
0.4;0.05;Stochastic DGP;STL;0.482069620571528;0.360412565877645;0.313794722164542;0.165405125927242;0.438375032064869;0.086408634185791;7
0.4;0.05;Stochastic DGP;AMB;0.353748953400624;0.0988151679099671;0.338374201136072;0.330462893930464;0.163003070892883;2.58766665935516;7
0.4;0.05;Stochastic DGP;MAMB;0.400996615458132;0.130921694817749;0.391328101991526;0.0916824372530559;0.389610663927697;4.45168879032135;7
0.4;0.05;Stochastic DGP;TBATS;0.44455100168474;0.237738956749158;0.3522746719802;0.517120073364341;0.358752740276494;22.156844792366;7
0.4;0.05;Stochastic DGP;PROPHET;0.533051430897756;0.375611254740092;0.355967340691644;0.158644732718414;0.493597806595715;2.74186876296997;7
0.4;0.05;Stochastic DGP;MSTL;0.377048294268665;0.137119282400048;0.349048896668749;0.0648646901641214;0.37563178053081;0.0183793592453003;7
0.6;0.075;Stochastic DGP;X11;0.409044828826565;0.191238354609692;0.361978048167073;0.0862647812613418;0.401251925695493;0.138878955841064;7
0.6;0.075;Stochastic DGP;STL;0.643496935605982;0.544604932795362;0.330085510206068;0.170474990159391;0.610629210063827;0.0907566261291504;7
0.6;0.075;Stochastic DGP;AMB;0.38507469007043;0.125571425725821;0.362591396210087;0.340904332315135;0.216774387664814;2.56712637901306;7
0.6;0.075;Stochastic DGP;MAMB;0.571766889337904;0.15196731749282;0.552798742336118;0.0888166063243013;0.565694973599737;4.07717965602875;7
0.6;0.075;Stochastic DGP;TBATS;0.488768049328971;0.284516811234624;0.367557563782646;0.431152875964367;0.345371653063615;21.503726568222;7
0.6;0.075;Stochastic DGP;PROPHET;0.602400163345197;0.465392463167334;0.361640836034524;0.12452829785916;0.579001197494598;2.40087532043457;7
0.6;0.075;Stochastic DGP;MSTL;0.449042116946081;0.201660946689106;0.396175500593744;0.0650461290518517;0.44801148115218;0.0176454877853394;7
0.2;;Deterministic DGP;X11;0.124040593256556;0.0616665935499654;0.106716946360807;0.0220459088552084;0.1250001036562;0.153656678199768;8
0.2;;Deterministic DGP;STL;0.201107937444242;0.180909885255011;0.0851269889426699;0.0508127284090616;0.194234861965895;0.0991893577575684;8
0.2;;Deterministic DGP;AMB;0.0717553264096867;0.0112542009865682;0.0706242631475524;0.05717869824874;0.0714651424036656;2.86118304729462;8
0.2;;Deterministic DGP;MAMB;0.203117229141753;0.0285530642386908;0.178900931212113;0.0830107210701756;0.174251382571348;2.72845911026001;8
0.2;;Deterministic DGP;TBATS;0.0517541130063118;0.00972217656703784;0.0507687029257995;0.0578929955533822;0.054381631925894;18.423491101265;8
0.2;;Deterministic DGP;PROPHET;0.0518218798762534;0.00893297856095801;0.0509887659855187;0.0195769498918215;0.0533769095504887;2.24311089992523;8
0.2;;Deterministic DGP;MSTL;0.12186186935384;0.0659299790783161;0.10064157294203;0.0155734108755384;0.122435960481219;0.0155020093917847;8
0.4;;Deterministic DGP;X11;0.239441302576736;0.123232056387136;0.203171940206643;0.0333432965490379;0.241063625979635;0.157102365493774;8
0.4;;Deterministic DGP;STL;0.377242267780172;0.362352033275676;0.0965030857515332;0.0581368890100321;0.375077144451396;0.0983484649658203;8
0.4;;Deterministic DGP;AMB;0.110084720516867;0.0208976707324403;0.107573173531318;0.0761717214140691;0.122704030352545;2.69445423603058;8
0.4;;Deterministic DGP;MAMB;0.334011761906412;0.0488275980294093;0.276367475221969;0.0641395621046309;0.295526504564748;3.06010653495789;8
0.4;;Deterministic DGP;TBATS;0.0615211165383232;0.0183465824985892;0.0584001718998704;0.0730851984720545;0.0841504722271713;18.9707935523987;8
0.4;;Deterministic DGP;PROPHET;0.0608550630992139;0.0159182564552653;0.0585850567514451;0.0274260316838281;0.065844487232477;1.79004384040833;8
0.4;;Deterministic DGP;MSTL;0.207384446432217;0.132155471958505;0.155073040072799;0.0244051475804375;0.208407320602332;0.0163657140731812;8
0.6;;Deterministic DGP;X11;0.355521292959476;0.183588565663477;0.301248733099959;0.0487805939313894;0.358449680738608;0.154226446151733;8
0.6;;Deterministic DGP;STL;0.557736855886064;0.542928301690344;0.11159726178334;0.0704657502190435;0.557389897406149;0.100344471931458;8
0.6;;Deterministic DGP;AMB;0.144974110886375;0.0318469860326858;0.140588567907552;0.0865524709155961;0.163078801794082;3.21791083812714;8
0.6;;Deterministic DGP;MAMB;0.420045977509735;0.0676210472682455;0.341023566523076;0.0651899001012279;0.3647468166078;2.91397794246674;8
0.6;;Deterministic DGP;TBATS;0.0722030643666355;0.0268545649071823;0.0665387681424735;0.0919042928412179;0.109409407589434;18.7005379724503;8
0.6;;Deterministic DGP;PROPHET;0.0706394053165692;0.0251659045058082;0.0656332307831317;0.036128103510317;0.0785716547014653;1.96683462142944;8
0.6;;Deterministic DGP;MSTL;0.297893684052766;0.197013440790443;0.215505898176898;0.0313594495612817;0.2993676023372;0.0174172830581665;8
0.2;0.025;Stochastic DGP;X11;0.218708735594011;0.0664694242371401;0.209248793938296;0.069499943054903;0.203034615106066;0.157289309501648;8
0.2;0.025;Stochastic DGP;STL;0.35008035487085;0.181388585754708;0.297501463590214;0.147968322666495;0.294036032270233;0.0995053863525391;8
0.2;0.025;Stochastic DGP;AMB;0.341627896858836;0.0589980801693404;0.335525623207715;0.332523284786063;0.0993648064452133;3.0965588760376;8
0.2;0.025;Stochastic DGP;MAMB;0.212878584072301;0.0846179197317479;0.212294434527689;0.0629854264655266;0.200921930257596;4.21027757167816;8
0.2;0.025;Stochastic DGP;TBATS;0.327397747432605;0.0977209674334189;0.308497401005512;0.326455974530925;0.126779898339865;24.9876847648621;8
0.2;0.025;Stochastic DGP;PROPHET;0.441247625670913;0.216229136456315;0.376187444953223;0.175027359662272;0.391178037573146;3.00044929504395;8
0.2;0.025;Stochastic DGP;MSTL;0.335064828839797;0.0692260018669788;0.327286622771195;0.0498965480731533;0.332060609522593;0.0154292106628418;8
0.4;0.05;Stochastic DGP;X11;0.308152362665931;0.132485496553172;0.279348496395722;0.0802017019498395;0.295884322816722;0.151372222900391;8
0.4;0.05;Stochastic DGP;STL;0.484708305366395;0.36380967409057;0.313664764383906;0.163492842232529;0.440734009892821;0.0997276830673218;8
0.4;0.05;Stochastic DGP;AMB;0.378843729109782;0.0959472357638808;0.365611984535998;0.354733157601163;0.161997761994572;2.58963949680328;8
0.4;0.05;Stochastic DGP;MAMB;0.406789678524834;0.131972373920325;0.397073935236485;0.0952586755700825;0.393703022886724;4.79357223033905;8
0.4;0.05;Stochastic DGP;TBATS;0.45996325549215;0.229167932593005;0.376477500537109;0.409460175712559;0.272353662271251;23.0501721191406;8
0.4;0.05;Stochastic DGP;PROPHET;0.549727778121779;0.37994941738917;0.38604632061915;0.152784269929244;0.514910208075846;2.6218864440918;8
0.4;0.05;Stochastic DGP;MSTL;0.386461001970172;0.138591004746159;0.358528922341016;0.066543698591554;0.384875684470685;0.0307622861862183;8
0.6;0.075;Stochastic DGP;X11;0.402625148733514;0.193056830047383;0.35406471228261;0.0794387464592366;0.3966165679911;0.151923885345459;8
0.6;0.075;Stochastic DGP;STL;0.62885053599532;0.543255655113496;0.307002120362574;0.160076645599992;0.599886862441623;0.0991752004623413;8
0.6;0.075;Stochastic DGP;AMB;0.383472067446207;0.129096648765559;0.360157183643788;0.342252694689705;0.216397706960731;2.71495707511902;8
0.6;0.075;Stochastic DGP;MAMB;0.56348164593966;0.157209931482669;0.535615841789085;0.0894271694488653;0.547305237813771;4.16326706886291;8
0.6;0.075;Stochastic DGP;TBATS;0.498381932756608;0.32736003656625;0.341526163386742;0.407074519692813;0.365123228007051;26.0787128400803;8
0.6;0.075;Stochastic DGP;PROPHET;0.61019196279788;0.484761715388639;0.36065972566069;0.109993306933224;0.595067148459765;2.5275706243515;8
0.6;0.075;Stochastic DGP;MSTL;0.432299578805921;0.202976303657316;0.377711080221866;0.0635084834615449;0.431717583422329;0.01694411277771;8
0.2;;Deterministic DGP;X11;0.125968839054055;0.0619317688012724;0.108739742761959;0.0221281888897279;0.126552616640288;0.174926090240479;9
0.2;;Deterministic DGP;STL;0.205657109705026;0.18190682022108;0.0935159759668019;0.0488123153151355;0.199844999104978;0.12794529914856;9
0.2;;Deterministic DGP;AMB;0.0724074333650554;0.0117026315894444;0.0710004951975141;0.0578643666437233;0.0702311713300175;2.87838913440704;9
0.2;;Deterministic DGP;MAMB;0.192139373216198;0.0275086320645202;0.170269074417797;0.0738606143182247;0.167047829046457;2.75766405105591;9
0.2;;Deterministic DGP;TBATS;0.0550306149908712;0.0091658087339157;0.0541621931218531;0.0585036530171447;0.0552517863759404;19.5419557285309;9
0.2;;Deterministic DGP;PROPHET;0.0516833070110318;0.00849308988613945;0.0508949278893388;0.0185689923062704;0.0538037030180495;2.20879004478455;9
0.2;;Deterministic DGP;MSTL;0.131364752651497;0.0662766591188144;0.111738234203601;0.0173618891180653;0.131489511164039;0.0194144010543823;9
0.4;;Deterministic DGP;X11;0.239066251417114;0.123041014834002;0.202892731952503;0.0332806727352329;0.240731418675748;0.174592413902283;9
0.4;;Deterministic DGP;STL;0.381270723452346;0.363859891554706;0.106607291422147;0.0562292590885233;0.379480482826757;0.112757472991943;9
0.4;;Deterministic DGP;AMB;0.11116482334197;0.02202797929259;0.108441249846645;0.076799530772495;0.121622349678103;2.87420935153961;9
0.4;;Deterministic DGP;MAMB;0.306211649987664;0.0447399654134955;0.236746998406855;0.057711115964115;0.254770344819289;2.82672239780426;9
0.4;;Deterministic DGP;TBATS;0.0648383386718104;0.0180306280941071;0.0619732937826811;0.066871948272069;0.0832195014884526;19.3703498601913;9
0.4;;Deterministic DGP;PROPHET;0.0622594185264687;0.0161685566332768;0.0599152399326952;0.0253870369665304;0.0667262689562822;1.94826058864593;9
0.4;;Deterministic DGP;MSTL;0.211172798403614;0.132102103470916;0.160529216972866;0.0233022008408138;0.211997688798029;0.015712833404541;9
0.6;;Deterministic DGP;X11;0.35347562752697;0.184650761789889;0.298011565299974;0.0469282443352403;0.356257628191683;0.170693855285645;9
0.6;;Deterministic DGP;STL;0.559833014414058;0.544022181488281;0.11748092808697;0.0690030223676526;0.560100544294831;0.111275787353516;9
0.6;;Deterministic DGP;AMB;0.146044101254899;0.0319699507927446;0.141712501506811;0.0871470854438141;0.16324280459011;3.40776826381683;9
0.6;;Deterministic DGP;MAMB;0.416198505381236;0.064649155180387;0.309386999115495;0.0599024246909359;0.333381017555864;2.82866274356842;9
0.6;;Deterministic DGP;TBATS;0.072560133989663;0.0267220785614104;0.0667504615306104;0.0882290429684343;0.107093756104692;19.8447952795029;9
0.6;;Deterministic DGP;PROPHET;0.0711957700248373;0.0237895524533933;0.0666823579594655;0.0351918038561204;0.0792310197322414;1.95867565155029;9
0.6;;Deterministic DGP;MSTL;0.296676950907013;0.198852651311621;0.213211887591188;0.0314180969068271;0.298081414912195;0.0261612415313721;9
0.2;0.025;Stochastic DGP;X11;0.225793032111674;0.0667307924283967;0.2163045814374;0.0693231836922533;0.210403290275249;0.177201652526855;9
0.2;0.025;Stochastic DGP;STL;0.37194985001974;0.182030608171336;0.322128912583329;0.159989235494856;0.311321644980089;0.109751505851746;9
0.2;0.025;Stochastic DGP;AMB;0.362543404680844;0.0582065707628192;0.35691506186311;0.353661114780669;0.0997992729888494;3.07428473949432;9
0.2;0.025;Stochastic DGP;MAMB;0.217349889373252;0.0897123905103384;0.218926816901339;0.0701247546842335;0.20242951415672;4.06617016792297;9
0.2;0.025;Stochastic DGP;TBATS;0.34825482287456;0.113745449131935;0.324261644520974;0.347861021099804;0.147610791198726;27.6186156177521;9
0.2;0.025;Stochastic DGP;PROPHET;0.47403903798836;0.228587454002537;0.402319054689699;0.166295717292859;0.428071143282771;3.17769085884094;9
0.2;0.025;Stochastic DGP;MSTL;0.357603570169437;0.069523475460544;0.350264154037521;0.0531314312100391;0.353195038354342;0.0214787292480469;9
0.4;0.05;Stochastic DGP;X11;0.307110189776723;0.130815270714917;0.278558014905053;0.0764079898555272;0.296328683776787;0.170478067398071;9
0.4;0.05;Stochastic DGP;STL;0.495521334257495;0.36183211369409;0.332722529558511;0.171383816720586;0.447428037135406;0.112683215141296;9
0.4;0.05;Stochastic DGP;AMB;0.39360255944547;0.090040493532864;0.382409130946471;0.374086737413443;0.156145318254602;2.86427117824554;9
0.4;0.05;Stochastic DGP;MAMB;0.397855764526757;0.125321496761171;0.385238699446349;0.0832959972963484;0.38641945306009;5.52082369804382;9
0.4;0.05;Stochastic DGP;TBATS;0.431448550423826;0.219573528958966;0.353898827970974;0.408313755086318;0.261288584288185;26.8514067697525;9
0.4;0.05;Stochastic DGP;PROPHET;0.56445740447153;0.379964258748243;0.404617313738249;0.149590546398088;0.5351270120159;2.95555696964264;9
0.4;0.05;Stochastic DGP;MSTL;0.399531913305926;0.136404411501696;0.373423711402714;0.0587360065328044;0.397278970359884;0.0301796388626099;9
0.6;0.075;Stochastic DGP;X11;0.403555394415088;0.1925631940915;0.35447627912316;0.0825788531427116;0.396521179379694;0.177012071609497;9
0.6;0.075;Stochastic DGP;STL;0.64477198038532;0.544030996842498;0.336207324802913;0.177680462155762;0.608595511167481;0.114010143280029;9
0.6;0.075;Stochastic DGP;AMB;0.414283128192361;0.125746710297819;0.393358769668792;0.373155952331351;0.215317061336278;2.77349943637848;9
0.6;0.075;Stochastic DGP;MAMB;0.576868361157404;0.151227993327059;0.556959913328048;0.0996321398196979;0.568708310173644;4.44680968761444;9
0.6;0.075;Stochastic DGP;TBATS;0.488248524212385;0.298269300664424;0.361539593554298;0.42954297349425;0.36898202668606;26.7993464136124;9
0.6;0.075;Stochastic DGP;PROPHET;0.624181180534795;0.468205543983543;0.398260208407101;0.120353844979635;0.603520625814984;2.73842781543732;9
0.6;0.075;Stochastic DGP;MSTL;0.450925213078335;0.202865016223085;0.398339989773641;0.0662281536780425;0.448973780048968;0.0225841474533081;9
0.2;;Deterministic DGP;X11;0.124721781123595;0.0618058213263637;0.10725613956087;0.0203634232307968;0.125414444699257;0.193097681999207;10
0.2;;Deterministic DGP;STL;0.203009399006706;0.181590682970598;0.0883173178631711;0.0413581673526739;0.19885926876346;0.124173202514648;10
0.2;;Deterministic DGP;AMB;0.0698111432224984;0.0106509946742544;0.0687513760165958;0.0558835727761043;0.068120279578131;3.14245787143707;10
0.2;;Deterministic DGP;MAMB;0.190091736766148;0.0269148093671343;0.163829326618177;0.0734556755613497;0.162751352533588;3.63890724658966;10
0.2;;Deterministic DGP;TBATS;0.0506479099844196;0.00841862531610837;0.0498851278596509;0.054098129019183;0.0527086673100037;21.9103439855576;10
0.2;;Deterministic DGP;PROPHET;0.0494318009726705;0.0076512024817634;0.0487691086864165;0.0184780242615436;0.0513013015816238;2.3901641702652;10
0.2;;Deterministic DGP;MSTL;0.13084289122515;0.0663486181246533;0.111202748308857;0.0141903750025171;0.131106208522862;0.0195021677017212;10
0.4;;Deterministic DGP;X11;0.237283911519352;0.123529187466677;0.200303090533319;0.0330171785375765;0.239184908626492;0.194451189041138;10
0.4;;Deterministic DGP;STL;0.37891030454977;0.363019822946308;0.101187719141681;0.0525855926638279;0.378165165413415;0.123283495903015;10
0.4;;Deterministic DGP;AMB;0.108525224629708;0.0217324987479407;0.105769501410921;0.0728233319072446;0.11899616591127;3.12789254188538;10
0.4;;Deterministic DGP;MAMB;0.302395549547974;0.0468242578071443;0.24686270268637;0.0590073289180943;0.26258836477811;2.93532849788666;10
0.4;;Deterministic DGP;TBATS;0.0610949820414184;0.017624593173331;0.058153911182268;0.0676087128111016;0.082077032527045;19.6106777238846;10
0.4;;Deterministic DGP;PROPHET;0.0594285742745129;0.015605577091641;0.0570522323376415;0.0261568965366781;0.0643596952140011;2.11551746368408;10
0.4;;Deterministic DGP;MSTL;0.209555766421523;0.132262058579512;0.158289994105919;0.0232019191088523;0.210341733265032;0.0257802772521973;10
0.6;;Deterministic DGP;X11;0.35218469680817;0.185603092670905;0.295243367365652;0.0458437275733062;0.354833345571465;0.192203512191772;10
0.6;;Deterministic DGP;STL;0.559484961054782;0.544072817892062;0.115476139712146;0.0656609824905646;0.560132891840351;0.122658896446228;10
0.6;;Deterministic DGP;AMB;0.14488240182692;0.0319943007408406;0.140458441424424;0.0804008896670826;0.160182393294407;3.52360803604126;10
0.6;;Deterministic DGP;MAMB;0.385462837071203;0.0617357982977802;0.280103070212621;0.0578632552679109;0.304460733869311;2.94667329788208;10
0.6;;Deterministic DGP;TBATS;0.0698718732357731;0.0251394053161887;0.0646959788788814;0.0848432742988278;0.103459800432759;19.8825310468674;10
0.6;;Deterministic DGP;PROPHET;0.0684916985138092;0.0232642911755886;0.0641392071247213;0.0325498702381633;0.0754290265196318;2.06136193275452;10
0.6;;Deterministic DGP;MSTL;0.294261107910879;0.199011144363806;0.209286442307498;0.0301954155415481;0.295443590292499;0.0353512144088745;10
0.2;0.025;Stochastic DGP;X11;0.233624536339442;0.069883764872585;0.22410381724135;0.0752159968296178;0.215855468634882;0.187954125404358;10
0.2;0.025;Stochastic DGP;STL;0.38218537580551;0.182123786547984;0.334116273098616;0.171673704201792;0.313264654934646;0.122389998435974;10
0.2;0.025;Stochastic DGP;AMB;0.387516335205295;0.0622193616382515;0.381402946639902;0.379843834188048;0.102904165533614;3.23821469306946;10
0.2;0.025;Stochastic DGP;MAMB;0.208793178489096;0.111134802248308;0.224787927077518;0.0596797273582556;0.199734455987594;4.42689646720886;10
0.2;0.025;Stochastic DGP;TBATS;0.453058296400754;0.180977071290541;0.393232574145269;0.429236699650832;0.177184449258387;28.2204370117188;10
0.2;0.025;Stochastic DGP;PROPHET;0.539905746619411;0.292729896320605;0.43646311697951;0.172077587233633;0.493871911858932;3.26641766548157;10
0.2;0.025;Stochastic DGP;MSTL;0.373003882163414;0.0713861065985925;0.3657430950035;0.0495151998849882;0.368439961299271;0.0366044807434082;10
0.4;0.05;Stochastic DGP;X11;0.306757269904154;0.131977503618184;0.277526378461083;0.072441271741225;0.296594437141678;0.19035719871521;10
0.4;0.05;Stochastic DGP;STL;0.494141077087189;0.363259575661361;0.327889100492998;0.161921284472159;0.450811050249742;0.12710232257843;10
0.4;0.05;Stochastic DGP;AMB;0.410474959685734;0.0930937746934306;0.398442853444916;0.389430608726741;0.158832534598813;2.85147019863129;10
0.4;0.05;Stochastic DGP;MAMB;0.401609752625934;0.139296242749117;0.390873870473855;0.0750566236113287;0.392202051470567;5.36679204463959;10
0.4;0.05;Stochastic DGP;TBATS;0.492805832130887;0.268390624506205;0.38542515933193;0.450904676814607;0.286097543891498;27.2979791259766;10
0.4;0.05;Stochastic DGP;PROPHET;0.614939355240655;0.424897225528302;0.422938333139292;0.119219494096781;0.592220679114494;2.99846441745758;10
0.4;0.05;Stochastic DGP;MSTL;0.403199130582342;0.138227464257955;0.376376276143205;0.0525927168864807;0.399743432557738;0.0418819093704224;10
0.6;0.075;Stochastic DGP;X11;0.398036469744746;0.192108777935427;0.348127114809129;0.0812378805310444;0.391083198033847;0.1842964220047;10
0.6;0.075;Stochastic DGP;STL;0.636638253997438;0.543972973755193;0.32037761490588;0.167731068274961;0.604888007638242;0.120724549293518;10
0.6;0.075;Stochastic DGP;AMB;0.42214810376842;0.123924538449356;0.402419297610567;0.384746348342001;0.211874593409271;2.84087383747101;10
0.6;0.075;Stochastic DGP;MAMB;0.576036795325429;0.166397623473149;0.542941750444676;0.0834412222101858;0.562117896653451;4.91038872718811;10
0.6;0.075;Stochastic DGP;TBATS;0.468082458625833;0.297741856099826;0.344161127140903;0.394969703703608;0.344068665385941;27.3395746183395;10
0.6;0.075;Stochastic DGP;PROPHET;0.643657752055962;0.480270559867514;0.414660022017961;0.0985993293122662;0.628608539922562;2.67375705242157;10
0.6;0.075;Stochastic DGP;MSTL;0.443312909918739;0.203211180214766;0.389617404384615;0.0586824701140167;0.440421533371271;0.0412517356872559;10
0.2;;Deterministic DGP;X11;0.123270787365673;0.0610195889435314;0.106125833969173;0.0200618793803585;0.123876756945884;0.219421501159668;11
0.2;;Deterministic DGP;STL;0.203981822957657;0.181491889471017;0.0909951641965872;0.0404009433645644;0.200665845738464;0.136286215782166;11
0.2;;Deterministic DGP;AMB;0.0697996661453463;0.0103475367890861;0.0688094330873417;0.0547088077738381;0.0681968693850936;3.26069879055023;11
0.2;;Deterministic DGP;MAMB;0.186253101542345;0.0265278088412547;0.160385236844016;0.0734227351828463;0.156493416336131;3.1735478925705;11
0.2;;Deterministic DGP;TBATS;0.0508746992308538;0.00798154089307981;0.0501569735282747;0.0543281789999788;0.0527282085717115;20.2948426532745;11
0.2;;Deterministic DGP;PROPHET;0.048915086292499;0.00708897364987157;0.0483441337518457;0.0187986644462006;0.0508899123376816;2.36959376811981;11
0.2;;Deterministic DGP;MSTL;0.133563845860385;0.0660830714270184;0.114690871456566;0.0142143283051481;0.133716026082506;0.0316153907775879;11
0.4;;Deterministic DGP;X11;0.236671536082109;0.124238087646454;0.198900288411439;0.0329229651868488;0.238566779798324;0.217234826087952;11
0.4;;Deterministic DGP;STL;0.379443625089429;0.36414850025911;0.0995726984417118;0.0512674743885938;0.378952283317926;0.135908665657043;11
0.4;;Deterministic DGP;AMB;0.105483229730778;0.0211588549278473;0.102790846463606;0.0694326347381185;0.116593648823173;3.27028539657593;11
0.4;;Deterministic DGP;MAMB;0.284614945323725;0.0429540601465663;0.226906910354969;0.0477221790586883;0.245441255585329;3.09943597316742;11
0.4;;Deterministic DGP;TBATS;0.0572178805067991;0.016979497777065;0.054472431433972;0.0646813694659073;0.0785634830737009;19.2008841753006;11
0.4;;Deterministic DGP;PROPHET;0.0560220392948854;0.0147308834909634;0.0538422982093781;0.0256028207408267;0.0608511910857316;2.08885020256042;11
0.4;;Deterministic DGP;MSTL;0.206964198485138;0.133550423672916;0.154005517910408;0.0225880327842165;0.207718015283661;0.0279577112197876;11
0.6;;Deterministic DGP;X11;0.350896293648433;0.184900874067428;0.294203877793756;0.0456294831088389;0.353723975828218;0.211384711265564;11
0.6;;Deterministic DGP;STL;0.559886493303301;0.54454527948728;0.117143255190906;0.0636750140508365;0.560888122710075;0.141577019691467;11
0.6;;Deterministic DGP;AMB;0.147276871485366;0.0322987725374695;0.142856652443149;0.0754198787888213;0.161011281452573;3.68556683540344;11
0.6;;Deterministic DGP;MAMB;0.37082437457749;0.0565541936432789;0.259168529555733;0.0532839344807093;0.283523255630888;3.10364886283875;11
0.6;;Deterministic DGP;TBATS;0.0687317311396671;0.0238768395488555;0.0639623902071169;0.0810961238037004;0.101359882168805;21.0796006441116;11
0.6;;Deterministic DGP;PROPHET;0.0687614340530002;0.0223401351048134;0.0646700997557837;0.0315375680069335;0.0756602186483149;2.01864657402039;11
0.6;;Deterministic DGP;MSTL;0.292881213772567;0.199372135906593;0.207860424216654;0.0305196150629769;0.294274927402528;0.0410962104797363;11
0.2;0.025;Stochastic DGP;X11;0.214667542347767;0.0668016342134785;0.204457529280121;0.0660651995920511;0.199851346361649;0.210841135978699;11
0.2;0.025;Stochastic DGP;STL;0.363756024057044;0.182343412592677;0.313250126844106;0.157245822797349;0.305144658984502;0.135420417785645;11
0.2;0.025;Stochastic DGP;AMB;0.36275747318294;0.059315902404602;0.356867560261863;0.354332994984102;0.0997027429648042;3.25261910438538;11
0.2;0.025;Stochastic DGP;MAMB;0.21131105772286;0.0924655444801462;0.212992466581754;0.0584521213541065;0.201400886677729;4.7322697019577;11
0.2;0.025;Stochastic DGP;TBATS;0.377579155563216;0.151616809520333;0.333284547018784;0.366024229233709;0.170765913475123;29.1327945184708;11
0.2;0.025;Stochastic DGP;PROPHET;0.484192385222368;0.246469932574986;0.406597308239724;0.136006413053737;0.453491948965499;3.71142991542816;11
0.2;0.025;Stochastic DGP;MSTL;0.350500129509101;0.0696821351537583;0.34304017574983;0.0495787930171939;0.346463423314051;0.0345927762985229;11
0.4;0.05;Stochastic DGP;X11;0.298563628166333;0.132944683305599;0.268442716834212;0.0699831806388043;0.288698246339871;0.209771451950073;11
0.4;0.05;Stochastic DGP;STL;0.494505969098539;0.363340673010159;0.330833221975843;0.166037413178972;0.449495079882208;0.137334699630737;11
0.4;0.05;Stochastic DGP;AMB;0.409819504691787;0.0940109946720084;0.397581782648023;0.388894353651757;0.15934399948076;2.88721522331238;11
0.4;0.05;Stochastic DGP;MAMB;0.407020416801181;0.139131088973162;0.392480895723942;0.0699773783707719;0.394976327296839;6.14997731208801;11
0.4;0.05;Stochastic DGP;TBATS;0.420349251080378;0.239830085553907;0.318626484792969;0.443932774582543;0.345371047675659;29.9073518943787;11
0.4;0.05;Stochastic DGP;PROPHET;0.622974760192034;0.43156635798528;0.426915347266266;0.108171670809908;0.604620434372458;3.08236676216125;11
0.4;0.05;Stochastic DGP;MSTL;0.399628184947258;0.1387777637265;0.373035091798477;0.0489328343086298;0.396598682823394;0.034400053024292;11
0.6;0.075;Stochastic DGP;X11;0.403621928738607;0.192634276505072;0.353849526228119;0.0852768016423392;0.395015640181015;0.211393337249756;11
0.6;0.075;Stochastic DGP;STL;0.660894251195582;0.545862742408846;0.361310757941153;0.18829898473493;0.619965282249697;0.136665835380554;11
0.6;0.075;Stochastic DGP;AMB;0.463108942342563;0.122803740706318;0.445061510917885;0.426237917545813;0.2131085902058;3.03445212841034;11
0.6;0.075;Stochastic DGP;MAMB;0.585631820841716;0.161023882064165;0.555098093228823;0.0823547339888798;0.573773568046139;5.09236043930054;11
0.6;0.075;Stochastic DGP;TBATS;0.545812426522793;0.310893758005823;0.413649139638216;0.467663576843959;0.361973422770911;28.3647233819962;11
0.6;0.075;Stochastic DGP;PROPHET;0.682366053105114;0.485261697021028;0.463450902986462;0.106678731502884;0.664791438162358;2.75504710674286;11
0.6;0.075;Stochastic DGP;MSTL;0.474951564172604;0.204998614171692;0.423960904337177;0.0600559622224203;0.472078218290539;0.0614800357818603;11
0.2;;Deterministic DGP;X11;0.122403410736624;0.0614337848426254;0.104906147335337;0.0190935455837262;0.123032974268456;0.233088974952698;12
0.2;;Deterministic DGP;STL;0.200795304392202;0.181267439599127;0.0838670516066017;0.0378914142079892;0.198041048160628;0.147974076271057;12
0.2;;Deterministic DGP;AMB;0.0693761697327446;0.0107286170832376;0.0683156099968729;0.0552627043979891;0.0675641638258184;3.42862188339233;12
0.2;;Deterministic DGP;MAMB;0.178594391916293;0.0260558229734004;0.154434237808846;0.054443334584288;0.157263051627761;3.33191918849945;12
0.2;;Deterministic DGP;TBATS;0.0505379860221461;0.00755321822940208;0.0499023311471418;0.0532903844689948;0.0524594028879533;20.7068003177643;12
0.2;;Deterministic DGP;PROPHET;0.0503719332873383;0.00717138081984001;0.0498032012766278;0.0174350458247883;0.0522248160960221;2.37633253574371;12
0.2;;Deterministic DGP;MSTL;0.128599624156478;0.0661602129812983;0.108698859999693;0.0139385909527063;0.1286757401302;0.0260299396514893;12
0.4;;Deterministic DGP;X11;0.233704593466393;0.123107251988542;0.196262504173798;0.0317408718941256;0.235468448813751;0.234824471473694;12
0.4;;Deterministic DGP;STL;0.377386099282922;0.363692356303879;0.0931279709865427;0.0481597512048845;0.377247923987138;0.150155129432678;12
0.4;;Deterministic DGP;AMB;0.104877016802719;0.0203854903057971;0.102382942422135;0.0671104648929484;0.114895920065932;3.42983131408691;12
0.4;;Deterministic DGP;MAMB;0.30108121964862;0.0432510623561474;0.227126549712531;0.0485055830206406;0.245378982914639;3.00939072608948;12
