date,ind_manuf_invtpre2_tr
2021-10-01,21.7445735541767
2022-01-01,13.4534397068864
2022-04-01,20.4407937279037
2022-07-01,26.769190266236
2022-10-01,23.7783904071997
2023-01-01,12.121235539443
2023-04-01,26.0345852674699
2023-07-01,20.3790915778393
2023-10-01,21.1342437883982
2024-01-01,6.53418799197894
2024-04-01,17.604009027011
2024-07-01,7.56586602920177
2024-10-01,6.51010448009516
2025-01-01,-1.08381246366256
